cardmarket_product_id,idMetacard,cardmarket_product_name,matched_collector_number,matched_card_name,matched_rarity,matched_finish,numbered_identity_status,finish_status,treatment_status,mapping_status,mapping_confidence,mapping_method,mapping_evidence,notes,price_low,price_trend,price_avg1,price_avg7,price_avg30,price_low_holo,price_trend_holo,price_avg1_holo,price_avg7_holo,price_avg30_holo,candidate_count,candidate_numbers,detected_treatment,source_expansion_id,target_expansion_id
719635,421227,Dragonair [Beat | Aqua Slash],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=dragonair; attack_signature=beat | aqua slash; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,10,13.32,12.88,14.29,14.52,,0,,,,2,"148,181",,5328,5328
719636,421229,Mewtwo [Reflective Barrier | Psyslash],150,Mewtwo,Rare,,PROBABLE,AMBIGUOUS,UNKNOWN,PROBABLE,MEDIUM,exact_name_and_attack_signature,name_signature=mewtwo; attack_signature=reflective barrier | psyslash; no_direct_external_id_match,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,20.5,27.11,23.16,26.31,30.8,,0,,,,1,150,,5328,5328
719637,421082,Venusaur ex [Tranquil Flower | Dangerous Toxwhip],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=venusaur ex; attack_signature=tranquil flower | dangerous toxwhip; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,4,9.41,8.97,9.4,9.44,,0,,,,3,"003,182,198",,5328,5328
719638,421085,Charizard ex [Brave Wing | Explosive Vortex],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=charizard ex; attack_signature=brave wing | explosive vortex; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,10,24.63,12.9,27.65,28.29,,0,,,,3,"006,183,199",,5328,5328
719639,421088,Blastoise ex [Solid Shell | Twin Cannons],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=blastoise ex; attack_signature=solid shell | twin cannons; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,5,9.67,10,9.28,10.87,,0,,,,3,"009,184,200",,5328,5328
719640,421103,Arbok ex [Bind Down | Menacing Fangs],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=arbok ex; attack_signature=bind down | menacing fangs; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,1.5,2.84,3.02,2.94,3.07,,0,,,,2,"024,185",,5328,5328
719641,421117,Ninetales ex [Heat Wave | Mirrored Flames],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=ninetales ex; attack_signature=heat wave | mirrored flames; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,3.5,4.76,5.99,4.78,4.51,,0,,,,2,"038,186",,5328,5328
719642,421119,Wigglytuff ex [Expanding Body | Friend Tackle],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=wigglytuff ex; attack_signature=expanding body | friend tackle; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,1.5,3.8,6.98,3.5,3.56,,0,,,,2,"040,187",,5328,5328
719643,421144,Alakazam ex [Mind Jack | Dimensional Hand],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=alakazam ex; attack_signature=mind jack | dimensional hand; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,2.2,4.02,3.8,4.26,4.24,,0,,,,3,"065,188,201",,5328,5328
719644,421155,Golem ex [Dynamic Roll | Rock Blaster],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=golem ex; attack_signature=dynamic roll | rock blaster; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,2.5,3.52,3.4,3.52,4.09,,0,,,,2,"076,189",,5328,5328
719645,421194,Kangaskhan ex [Triple Draw | Incessant Punching],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=kangaskhan ex; attack_signature=triple draw | incessant punching; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,1.5,3.25,3.83,3.2,3.22,,0,,,,2,"115,190",,5328,5328
719646,421203,Jynx ex [Heart-Stopping Kiss | Icy Wind],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=jynx ex; attack_signature=heart stopping kiss | icy wind; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,1.85,2.76,2.8,2.79,2.96,,0,,,,2,"124,191",,5328,5328
719647,421224,Zapdos ex [Voltaic Float | Multishot Lightning],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=zapdos ex; attack_signature=voltaic float | multishot lightning; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,3.45,4.57,4.25,4.94,4.71,,0,,,,3,"145,192,202",,5328,5328
719648,421230,Mew ex [Restart | Genome Hacking],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=mew ex; attack_signature=restart | genome hacking; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,4.99,19.02,15,18.19,19.01,,0,,,,3,"151,193,205",,5328,5328
719649,421239,Erika's Invitation,,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=erika s invitation; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,10,21.88,20,22.66,19.96,,0,,,,3,"160,196,203",,5328,5328
719650,421240,Giovanni's Charisma,,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=giovanni s charisma; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,3.99,4.72,5.32,4.53,5.17,,0,,,,3,"161,197,204",,5328,5328
719651,421241,Daisy's Help,,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=daisy s help; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,2,3.71,2.5,3.74,4.08,,0,,,,2,"158,195",,5328,5328
719652,421242,Bill's Transfer,,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=bill s transfer; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,1.45,2.95,3.55,3.22,3.23,,0,,,,2,"156,194",,5328,5328
719653,421082,Venusaur ex [Tranquil Flower | Dangerous Toxwhip],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=venusaur ex; attack_signature=tranquil flower | dangerous toxwhip; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,85,142.9,123.5,136.17,134.08,,0,,,,3,"003,182,198",,5328,5328
719654,421085,Charizard ex [Brave Wing | Explosive Vortex],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=charizard ex; attack_signature=brave wing | explosive vortex; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,235,458.04,595,433.85,412.29,,0,,,,3,"006,183,199",,5328,5328
719655,421088,Blastoise ex [Solid Shell | Twin Cannons],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=blastoise ex; attack_signature=solid shell | twin cannons; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,88.9,143.88,112.5,149.87,152.69,,0,,,,3,"009,184,200",,5328,5328
719656,421144,Alakazam ex [Mind Jack | Dimensional Hand],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_and_attack_signature,name_signature=alakazam ex; attack_signature=mind jack | dimensional hand; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,45,59.54,72.5,57.37,62.22,,0,,,,3,"065,188,201",,5328,5328
719657,421224,Zapdos ex [Voltaic Float | Multishot Lightning],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=zapdos ex; attack_signature=voltaic float | multishot lightning; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,37,106.49,94.9,106.79,112.99,,0,,,,3,"145,192,202",,5328,5328
719658,421230,Mew ex [Restart | Genome Hacking],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=mew ex; attack_signature=restart | genome hacking; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,100,194.34,183.48,201.99,264.55,,0,,,,3,"151,193,205",,5328,5328
719659,421239,Erika's Invitation,,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=erika s invitation; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,30,56.96,81.37,65.1,59.26,,0,,,,3,"160,196,203",,5328,5328
719660,421240,Giovanni's Charisma,,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=giovanni s charisma; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,19.94,21.56,23.94,21.74,24.56,,0,,,,3,"161,197,204",,5328,5328
719661,421230,Mew ex [Restart | Genome Hacking],,,,,AMBIGUOUS,UNKNOWN,UNKNOWN,AMBIGUOUS,LOW,exact_name_only,name_signature=mew ex; attack_signature=restart | genome hacking; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,27.95,30.93,30,42.34,52.95,,0,,,,3,"151,193,205",,5328,5328
719662,224028,Switch,206,Switch,Hyper rare,holo,PROBABLE,SUPPORTED,UNKNOWN,PROBABLE,MEDIUM,exact_name_only,name_signature=switch; no_direct_external_id_match,TCGdex card-level variant set has one supported finish; Cardmarket finish not directly linked; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,8,7.19,13,11.74,16.43,,0,,,,1,206,,5328,5328
719663,439732,Basic Psychic Energy,207,Basic Energy,Hyper rare,holo,PROBABLE,SUPPORTED,UNKNOWN,PROBABLE,MEDIUM,official_energy_name_alias,name_signature=basic psychic energy; no_direct_external_id_match,TCGdex card-level variant set has one supported finish; Cardmarket finish not directly linked; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,8,10.71,8,11.88,15.98,,0,,,,1,207,,5328,5328
